track,artist,track,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
716,Lauv,314ZkcV7oLWG8yWE7LABvH,0.0304,https://api.spotify.com/v1/audio-analysis/314ZkcV7oLWG8yWE7LABvH,0.584,226321,0.685,314ZkcV7oLWG8yWE7LABvH,0.0,7,0.189,-7.811,1,0.425,97.551,4,https://api.spotify.com/v1/tracks/314ZkcV7oLWG8yWE7LABvH,audio_features,spotify:track:314ZkcV7oLWG8yWE7LABvH,0.345
717,Lauv,2P91MQbaiQOfbiz9VqhqKQ,0.535,https://api.spotify.com/v1/audio-analysis/2P91MQbaiQOfbiz9VqhqKQ,0.752,197437,0.505,2P91MQbaiQOfbiz9VqhqKQ,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,https://api.spotify.com/v1/tracks/2P91MQbaiQOfbiz9VqhqKQ,audio_features,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,0.419
718,Lauv,3TnhEoToeS6EUCLYsU8tPW,0.0934,https://api.spotify.com/v1/audio-analysis/3TnhEoToeS6EUCLYsU8tPW,0.694,189613,0.466,3TnhEoToeS6EUCLYsU8tPW,0.0,9,0.098,-6.758,1,0.0384,103.018,4,https://api.spotify.com/v1/tracks/3TnhEoToeS6EUCLYsU8tPW,audio_features,spotify:track:3TnhEoToeS6EUCLYsU8tPW,0.246
719,Lauv,029B34AzPVXzOQCyaJpkdH,0.452,https://api.spotify.com/v1/audio-analysis/029B34AzPVXzOQCyaJpkdH,0.532,160187,0.455,029B34AzPVXzOQCyaJpkdH,0.0,2,0.237,-8.366,1,0.156,148.182,4,https://api.spotify.com/v1/tracks/029B34AzPVXzOQCyaJpkdH,audio_features,spotify:track:029B34AzPVXzOQCyaJpkdH,0.204
720,Lauv,2hnxrRNzF74mdDzpQZQukQ,0.49,https://api.spotify.com/v1/audio-analysis/2hnxrRNzF74mdDzpQZQukQ,0.755,174861,0.625,2hnxrRNzF74mdDzpQZQukQ,0.0,2,0.157,-7.114,1,0.0896,147.02,4,https://api.spotify.com/v1/tracks/2hnxrRNzF74mdDzpQZQukQ,audio_features,spotify:track:2hnxrRNzF74mdDzpQZQukQ,0.374
721,Lauv,0ycFQvBTfuo1LCdG0HhszL,0.00575,https://api.spotify.com/v1/audio-analysis/0ycFQvBTfuo1LCdG0HhszL,0.862,186613,0.4,0ycFQvBTfuo1LCdG0HhszL,7.49e-06,4,0.123,-7.486,1,0.0736,122.963,4,https://api.spotify.com/v1/tracks/0ycFQvBTfuo1LCdG0HhszL,audio_features,spotify:track:0ycFQvBTfuo1LCdG0HhszL,0.596
722,Lauv,1Fo4OvzP9PThFKMeMIAEYu,0.82,https://api.spotify.com/v1/audio-analysis/1Fo4OvzP9PThFKMeMIAEYu,0.681,179998,0.34,1Fo4OvzP9PThFKMeMIAEYu,0.0,7,0.285,-8.617,1,0.0339,129.98,4,https://api.spotify.com/v1/tracks/1Fo4OvzP9PThFKMeMIAEYu,audio_features,spotify:track:1Fo4OvzP9PThFKMeMIAEYu,0.417
723,YSY A,2wK7D7i9bfVt3uLjFsZSEU,0.0325,https://api.spotify.com/v1/audio-analysis/2wK7D7i9bfVt3uLjFsZSEU,0.744,160078,0.702,2wK7D7i9bfVt3uLjFsZSEU,1.46e-06,2,0.178,-4.633,1,0.0732,147.013,4,https://api.spotify.com/v1/tracks/2wK7D7i9bfVt3uLjFsZSEU,audio_features,spotify:track:2wK7D7i9bfVt3uLjFsZSEU,0.487
724,YSY A,46xx1V1UK5085ekWgIntp8,0.196,https://api.spotify.com/v1/audio-analysis/46xx1V1UK5085ekWgIntp8,0.7,206885,0.82,46xx1V1UK5085ekWgIntp8,0.0,4,0.258,-4.126,0,0.0351,129.973,4,https://api.spotify.com/v1/tracks/46xx1V1UK5085ekWgIntp8,audio_features,spotify:track:46xx1V1UK5085ekWgIntp8,0.313
725,YSY A,74MujHggasHq5FMkTKsNkA,0.436,https://api.spotify.com/v1/audio-analysis/74MujHggasHq5FMkTKsNkA,0.8,202667,0.64,74MujHggasHq5FMkTKsNkA,4.91e-05,8,0.634,-4.493,1,0.0597,90.009,4,https://api.spotify.com/v1/tracks/74MujHggasHq5FMkTKsNkA,audio_features,spotify:track:74MujHggasHq5FMkTKsNkA,0.493
726,YSY A,2fY4RMsZUohBLEIH308TDT,0.265,https://api.spotify.com/v1/audio-analysis/2fY4RMsZUohBLEIH308TDT,0.669,151643,0.723,2fY4RMsZUohBLEIH308TDT,0.0,8,0.0788,-5.113,1,0.0542,130.013,4,https://api.spotify.com/v1/tracks/2fY4RMsZUohBLEIH308TDT,audio_features,spotify:track:2fY4RMsZUohBLEIH308TDT,0.243
727,YSY A,262lBp5MtK39jc7gQdYrVM,0.271,https://api.spotify.com/v1/audio-analysis/262lBp5MtK39jc7gQdYrVM,0.676,237429,0.765,262lBp5MtK39jc7gQdYrVM,0.0,7,0.125,-4.612,0,0.0328,140.036,4,https://api.spotify.com/v1/tracks/262lBp5MtK39jc7gQdYrVM,audio_features,spotify:track:262lBp5MtK39jc7gQdYrVM,0.6
728,YSY A,7vVBHIVPewg2rCkiSMFquc,0.135,https://api.spotify.com/v1/audio-analysis/7vVBHIVPewg2rCkiSMFquc,0.838,156170,0.737,7vVBHIVPewg2rCkiSMFquc,4.85e-06,0,0.116,-3.668,1,0.183,155.992,4,https://api.spotify.com/v1/tracks/7vVBHIVPewg2rCkiSMFquc,audio_features,spotify:track:7vVBHIVPewg2rCkiSMFquc,0.689
729,YSY A,52SDL4dHqN4YtBslw8o49E,0.491,https://api.spotify.com/v1/audio-analysis/52SDL4dHqN4YtBslw8o49E,0.758,151214,0.778,52SDL4dHqN4YtBslw8o49E,0.0,8,0.207,-4.39,1,0.0492,135.984,4,https://api.spotify.com/v1/tracks/52SDL4dHqN4YtBslw8o49E,audio_features,spotify:track:52SDL4dHqN4YtBslw8o49E,0.837
730,YSY A,4ORf8PPjeY3YYjVDDYn9ke,0.0827,https://api.spotify.com/v1/audio-analysis/4ORf8PPjeY3YYjVDDYn9ke,0.664,166356,0.778,4ORf8PPjeY3YYjVDDYn9ke,0.0,2,0.319,-6.7,1,0.134,131.977,4,https://api.spotify.com/v1/tracks/4ORf8PPjeY3YYjVDDYn9ke,audio_features,spotify:track:4ORf8PPjeY3YYjVDDYn9ke,0.417
731,YSY A,390MTexWq1Evy5eb0fMy1C,0.186,https://api.spotify.com/v1/audio-analysis/390MTexWq1Evy5eb0fMy1C,0.437,301647,0.81,390MTexWq1Evy5eb0fMy1C,0.0,10,0.371,-7.004,0,0.0518,137.542,4,https://api.spotify.com/v1/tracks/390MTexWq1Evy5eb0fMy1C,audio_features,spotify:track:390MTexWq1Evy5eb0fMy1C,0.315
732,YSY A,3ZSJ9dq65zznUM20jfZqbu,0.0608,https://api.spotify.com/v1/audio-analysis/3ZSJ9dq65zznUM20jfZqbu,0.877,158741,0.481,3ZSJ9dq65zznUM20jfZqbu,0.0,1,0.0924,-7.538,1,0.167,123.979,4,https://api.spotify.com/v1/tracks/3ZSJ9dq65zznUM20jfZqbu,audio_features,spotify:track:3ZSJ9dq65zznUM20jfZqbu,0.378
733,Chris Lake,7dsImih2L25fa6qjNphBI7,0.0467,https://api.spotify.com/v1/audio-analysis/7dsImih2L25fa6qjNphBI7,0.824,210547,0.745,7dsImih2L25fa6qjNphBI7,3.29e-05,11,0.198,-5.49,0,0.0755,125.013,4,https://api.spotify.com/v1/tracks/7dsImih2L25fa6qjNphBI7,audio_features,spotify:track:7dsImih2L25fa6qjNphBI7,0.888
734,Chris Lake,5TQxS54o7gw5KOxikHxnUi,0.0152,https://api.spotify.com/v1/audio-analysis/5TQxS54o7gw5KOxikHxnUi,0.854,269400,0.922,5TQxS54o7gw5KOxikHxnUi,0.0295,9,0.0708,-7.037,1,0.071,124.995,4,https://api.spotify.com/v1/tracks/5TQxS54o7gw5KOxikHxnUi,audio_features,spotify:track:5TQxS54o7gw5KOxikHxnUi,0.821
735,Chris Lake,6RIbDs0p4XusU2PZSiDgeZ,0.0195,https://api.spotify.com/v1/audio-analysis/6RIbDs0p4XusU2PZSiDgeZ,0.881,225884,0.883,6RIbDs0p4XusU2PZSiDgeZ,0.148,11,0.0825,-5.494,1,0.0633,124.016,4,https://api.spotify.com/v1/tracks/6RIbDs0p4XusU2PZSiDgeZ,audio_features,spotify:track:6RIbDs0p4XusU2PZSiDgeZ,0.966
736,Chris Lake,7foafyqmJYUdhGBpIusueW,0.00224,https://api.spotify.com/v1/audio-analysis/7foafyqmJYUdhGBpIusueW,0.727,306227,0.85,7foafyqmJYUdhGBpIusueW,0.00843,4,0.412,-4.991,0,0.0425,121.973,4,https://api.spotify.com/v1/tracks/7foafyqmJYUdhGBpIusueW,audio_features,spotify:track:7foafyqmJYUdhGBpIusueW,0.28
737,Chris Lake,2SSFvQBwsxeazzo7z5l9gD,0.0195,https://api.spotify.com/v1/audio-analysis/2SSFvQBwsxeazzo7z5l9gD,0.706,223413,0.912,2SSFvQBwsxeazzo7z5l9gD,0.0,8,0.232,-4.44,0,0.0565,128.004,4,https://api.spotify.com/v1/tracks/2SSFvQBwsxeazzo7z5l9gD,audio_features,spotify:track:2SSFvQBwsxeazzo7z5l9gD,0.925
738,Chris Lake,4gnH8nfdJfN115QAzzUc3E,0.000749,https://api.spotify.com/v1/audio-analysis/4gnH8nfdJfN115QAzzUc3E,0.805,249545,0.943,4gnH8nfdJfN115QAzzUc3E,0.868,11,0.679,-6.503,0,0.0563,126.0,4,https://api.spotify.com/v1/tracks/4gnH8nfdJfN115QAzzUc3E,audio_features,spotify:track:4gnH8nfdJfN115QAzzUc3E,0.856
739,Chris Lake,5PZI5xTcMq8FsCcEroth7S,0.00431,https://api.spotify.com/v1/audio-analysis/5PZI5xTcMq8FsCcEroth7S,0.743,270000,0.962,5PZI5xTcMq8FsCcEroth7S,0.645,11,0.351,-3.205,0,0.0628,127.995,4,https://api.spotify.com/v1/tracks/5PZI5xTcMq8FsCcEroth7S,audio_features,spotify:track:5PZI5xTcMq8FsCcEroth7S,0.646
740,Chris Lake,0VgtjIiWXKMxqtYnhHmQ8U,0.00653,https://api.spotify.com/v1/audio-analysis/0VgtjIiWXKMxqtYnhHmQ8U,0.706,224577,0.846,0VgtjIiWXKMxqtYnhHmQ8U,0.161,6,0.0908,-5.475,1,0.04,123.994,4,https://api.spotify.com/v1/tracks/0VgtjIiWXKMxqtYnhHmQ8U,audio_features,spotify:track:0VgtjIiWXKMxqtYnhHmQ8U,0.241
741,Chris Lake,7IM73yy9leN8ftZsOVmVTO,0.00426,https://api.spotify.com/v1/audio-analysis/7IM73yy9leN8ftZsOVmVTO,0.776,248007,0.883,7IM73yy9leN8ftZsOVmVTO,0.351,11,0.0571,-5.845,0,0.0712,125.008,4,https://api.spotify.com/v1/tracks/7IM73yy9leN8ftZsOVmVTO,audio_features,spotify:track:7IM73yy9leN8ftZsOVmVTO,0.676
742,Chris Lake,66CC0YuVDBVbfMymqFrIRq,0.00405,https://api.spotify.com/v1/audio-analysis/66CC0YuVDBVbfMymqFrIRq,0.809,271013,0.935,66CC0YuVDBVbfMymqFrIRq,0.0317,1,0.34,-4.81,1,0.06,124.014,4,https://api.spotify.com/v1/tracks/66CC0YuVDBVbfMymqFrIRq,audio_features,spotify:track:66CC0YuVDBVbfMymqFrIRq,0.729
743,Pabllo Vittar,7yYsyXQa2JgbyL9fkEiUNt,0.0726,https://api.spotify.com/v1/audio-analysis/7yYsyXQa2JgbyL9fkEiUNt,0.737,157929,0.819,7yYsyXQa2JgbyL9fkEiUNt,0.0,11,0.36,-5.056,0,0.0446,139.988,4,https://api.spotify.com/v1/tracks/7yYsyXQa2JgbyL9fkEiUNt,audio_features,spotify:track:7yYsyXQa2JgbyL9fkEiUNt,0.904
744,Pabllo Vittar,6X0XdIcgwfVa9orJnDMQB0,0.00687,https://api.spotify.com/v1/audio-analysis/6X0XdIcgwfVa9orJnDMQB0,0.723,136844,0.856,6X0XdIcgwfVa9orJnDMQB0,2.48e-06,1,0.397,-5.596,1,0.0562,170.106,4,https://api.spotify.com/v1/tracks/6X0XdIcgwfVa9orJnDMQB0,audio_features,spotify:track:6X0XdIcgwfVa9orJnDMQB0,0.688
745,Pabllo Vittar,1HEr5uCRyuuLlVCOB1RiTE,0.175,https://api.spotify.com/v1/audio-analysis/1HEr5uCRyuuLlVCOB1RiTE,0.785,128067,0.76,1HEr5uCRyuuLlVCOB1RiTE,6.25e-05,6,0.169,-4.168,0,0.0438,101.964,4,https://api.spotify.com/v1/tracks/1HEr5uCRyuuLlVCOB1RiTE,audio_features,spotify:track:1HEr5uCRyuuLlVCOB1RiTE,0.498
746,Pabllo Vittar,5GsJcnO3rgpZFOrzL2EISO,0.0226,https://api.spotify.com/v1/audio-analysis/5GsJcnO3rgpZFOrzL2EISO,0.773,152932,0.859,5GsJcnO3rgpZFOrzL2EISO,0.000251,1,0.342,-4.516,1,0.216,124.017,4,https://api.spotify.com/v1/tracks/5GsJcnO3rgpZFOrzL2EISO,audio_features,spotify:track:5GsJcnO3rgpZFOrzL2EISO,0.432
747,Pabllo Vittar,3xgDQRexKiyS4Eq3oAvLaD,0.141,https://api.spotify.com/v1/audio-analysis/3xgDQRexKiyS4Eq3oAvLaD,0.761,173137,0.61,3xgDQRexKiyS4Eq3oAvLaD,0.0,1,0.124,-5.856,1,0.0447,140.014,4,https://api.spotify.com/v1/tracks/3xgDQRexKiyS4Eq3oAvLaD,audio_features,spotify:track:3xgDQRexKiyS4Eq3oAvLaD,0.29
748,Pabllo Vittar,7ziEXnwO7RIRguxSPXP2xs,0.00812,https://api.spotify.com/v1/audio-analysis/7ziEXnwO7RIRguxSPXP2xs,0.789,167311,0.767,7ziEXnwO7RIRguxSPXP2xs,0.000348,9,0.101,-4.612,0,0.0715,99.957,4,https://api.spotify.com/v1/tracks/7ziEXnwO7RIRguxSPXP2xs,audio_features,spotify:track:7ziEXnwO7RIRguxSPXP2xs,0.637
749,Pabllo Vittar,220QqE38Qrmyrtyd5xqB8i,0.0944,https://api.spotify.com/v1/audio-analysis/220QqE38Qrmyrtyd5xqB8i,0.788,154941,0.667,220QqE38Qrmyrtyd5xqB8i,2.68e-06,8,0.14,-5.215,0,0.0913,127.056,4,https://api.spotify.com/v1/tracks/220QqE38Qrmyrtyd5xqB8i,audio_features,spotify:track:220QqE38Qrmyrtyd5xqB8i,0.646
750,Pabllo Vittar,5p3LIyy38s0QQNoSTwbZXX,0.0384,https://api.spotify.com/v1/audio-analysis/5p3LIyy38s0QQNoSTwbZXX,0.552,320800,0.762,5p3LIyy38s0QQNoSTwbZXX,8.63e-06,8,0.0239,-6.367,1,0.361,172.086,4,https://api.spotify.com/v1/tracks/5p3LIyy38s0QQNoSTwbZXX,audio_features,spotify:track:5p3LIyy38s0QQNoSTwbZXX,0.512
751,Pabllo Vittar,2UWHLeOOB7bDuVgfVdYMCt,0.505,https://api.spotify.com/v1/audio-analysis/2UWHLeOOB7bDuVgfVdYMCt,0.689,155655,0.713,2UWHLeOOB7bDuVgfVdYMCt,0.0,11,0.0846,-4.34,0,0.0398,155.04,4,https://api.spotify.com/v1/tracks/2UWHLeOOB7bDuVgfVdYMCt,audio_features,spotify:track:2UWHLeOOB7bDuVgfVdYMCt,0.922
752,Pabllo Vittar,7fP2cpq8jUlXz3h2QfEpgs,0.0957,https://api.spotify.com/v1/audio-analysis/7fP2cpq8jUlXz3h2QfEpgs,0.766,137422,0.888,7fP2cpq8jUlXz3h2QfEpgs,2.29e-05,11,0.0654,-4.648,0,0.147,164.017,4,https://api.spotify.com/v1/tracks/7fP2cpq8jUlXz3h2QfEpgs,audio_features,spotify:track:7fP2cpq8jUlXz3h2QfEpgs,0.69
753,San Holo,6jq6rcOikCZAmjliAgAmfT,0.0857,https://api.spotify.com/v1/audio-analysis/6jq6rcOikCZAmjliAgAmfT,0.57,239853,0.763,6jq6rcOikCZAmjliAgAmfT,2.49e-06,1,0.0932,-4.137,1,0.0573,150.088,4,https://api.spotify.com/v1/tracks/6jq6rcOikCZAmjliAgAmfT,audio_features,spotify:track:6jq6rcOikCZAmjliAgAmfT,0.43
754,San Holo,7uSZPbd8DxdkmSauCKnITY,0.197,https://api.spotify.com/v1/audio-analysis/7uSZPbd8DxdkmSauCKnITY,0.747,266483,0.491,7uSZPbd8DxdkmSauCKnITY,1.77e-05,6,0.0837,-6.043,1,0.0639,145.034,4,https://api.spotify.com/v1/tracks/7uSZPbd8DxdkmSauCKnITY,audio_features,spotify:track:7uSZPbd8DxdkmSauCKnITY,0.827
755,San Holo,7snnEDYwv30hRtmifVni8P,0.523,https://api.spotify.com/v1/audio-analysis/7snnEDYwv30hRtmifVni8P,0.571,260903,0.688,7snnEDYwv30hRtmifVni8P,5.48e-05,11,0.148,-4.943,0,0.0401,155.157,4,https://api.spotify.com/v1/tracks/7snnEDYwv30hRtmifVni8P,audio_features,spotify:track:7snnEDYwv30hRtmifVni8P,0.346
756,San Holo,1rS3g0pYnbnwTtj3A4OvXP,0.235,https://api.spotify.com/v1/audio-analysis/1rS3g0pYnbnwTtj3A4OvXP,0.474,341476,0.731,1rS3g0pYnbnwTtj3A4OvXP,0.00536,0,0.223,-5.582,1,0.0406,135.056,4,https://api.spotify.com/v1/tracks/1rS3g0pYnbnwTtj3A4OvXP,audio_features,spotify:track:1rS3g0pYnbnwTtj3A4OvXP,0.0876
757,San Holo,20z5VnuRJkpxcokwAu9VtP,0.0992,https://api.spotify.com/v1/audio-analysis/20z5VnuRJkpxcokwAu9VtP,0.498,284493,0.798,20z5VnuRJkpxcokwAu9VtP,3.47e-06,3,0.119,-4.637,1,0.0902,138.058,4,https://api.spotify.com/v1/tracks/20z5VnuRJkpxcokwAu9VtP,audio_features,spotify:track:20z5VnuRJkpxcokwAu9VtP,0.369
758,San Holo,4AqH4V7PEC5BTK29FVmXQd,0.208,https://api.spotify.com/v1/audio-analysis/4AqH4V7PEC5BTK29FVmXQd,0.593,220800,0.569,4AqH4V7PEC5BTK29FVmXQd,0.00442,8,0.221,-7.071,1,0.164,149.908,4,https://api.spotify.com/v1/tracks/4AqH4V7PEC5BTK29FVmXQd,audio_features,spotify:track:4AqH4V7PEC5BTK29FVmXQd,0.3
759,San Holo,5fsbYDWUPuuUWxQuSlX60K,0.4,https://api.spotify.com/v1/audio-analysis/5fsbYDWUPuuUWxQuSlX60K,0.603,236719,0.533,5fsbYDWUPuuUWxQuSlX60K,0.0,0,0.124,-6.742,1,0.0832,128.037,4,https://api.spotify.com/v1/tracks/5fsbYDWUPuuUWxQuSlX60K,audio_features,spotify:track:5fsbYDWUPuuUWxQuSlX60K,0.282
760,San Holo,63PjUXm7NNcqm5OCyRMbr5,0.0128,https://api.spotify.com/v1/audio-analysis/63PjUXm7NNcqm5OCyRMbr5,0.547,143775,0.566,63PjUXm7NNcqm5OCyRMbr5,0.802,9,0.106,-6.08,1,0.0339,97.532,4,https://api.spotify.com/v1/tracks/63PjUXm7NNcqm5OCyRMbr5,audio_features,spotify:track:63PjUXm7NNcqm5OCyRMbr5,0.228
761,San Holo,6Nt8JXqD73iPp1tJLJduaQ,0.136,https://api.spotify.com/v1/audio-analysis/6Nt8JXqD73iPp1tJLJduaQ,0.336,233684,0.746,6Nt8JXqD73iPp1tJLJduaQ,0.0,1,0.737,-4.315,0,0.0685,151.756,4,https://api.spotify.com/v1/tracks/6Nt8JXqD73iPp1tJLJduaQ,audio_features,spotify:track:6Nt8JXqD73iPp1tJLJduaQ,0.21
762,San Holo,0YBsKnoQqaySSh5tOuNjM0,0.00369,https://api.spotify.com/v1/audio-analysis/0YBsKnoQqaySSh5tOuNjM0,0.727,275625,0.758,0YBsKnoQqaySSh5tOuNjM0,0.000603,2,0.0709,-4.835,1,0.0462,128.015,4,https://api.spotify.com/v1/tracks/0YBsKnoQqaySSh5tOuNjM0,audio_features,spotify:track:0YBsKnoQqaySSh5tOuNjM0,0.396
763,Emilia,67OKX8DNYygddabwIjExsp,0.0811,https://api.spotify.com/v1/audio-analysis/67OKX8DNYygddabwIjExsp,0.751,196240,0.82,67OKX8DNYygddabwIjExsp,0.000283,2,0.155,-4.493,0,0.125,192.077,4,https://api.spotify.com/v1/tracks/67OKX8DNYygddabwIjExsp,audio_features,spotify:track:67OKX8DNYygddabwIjExsp,0.909
764,Emilia,0LX3DnrnDI7dkiKsfWbgj5,0.0517,https://api.spotify.com/v1/audio-analysis/0LX3DnrnDI7dkiKsfWbgj5,0.788,179040,0.64,0LX3DnrnDI7dkiKsfWbgj5,0.0,7,0.0596,-3.691,1,0.0821,169.936,4,https://api.spotify.com/v1/tracks/0LX3DnrnDI7dkiKsfWbgj5,audio_features,spotify:track:0LX3DnrnDI7dkiKsfWbgj5,0.714
765,Emilia,2O0WiTabKj4e5CdY1mIFe4,0.189,https://api.spotify.com/v1/audio-analysis/2O0WiTabKj4e5CdY1mIFe4,0.754,198377,0.77,2O0WiTabKj4e5CdY1mIFe4,2.36e-06,9,0.0945,-5.129,0,0.0665,92.004,4,https://api.spotify.com/v1/tracks/2O0WiTabKj4e5CdY1mIFe4,audio_features,spotify:track:2O0WiTabKj4e5CdY1mIFe4,0.513
766,Emilia,0aWljNVWewwIAmIYTjH1y8,0.259,https://api.spotify.com/v1/audio-analysis/0aWljNVWewwIAmIYTjH1y8,0.887,219998,0.704,0aWljNVWewwIAmIYTjH1y8,0.0,1,0.257,-4.281,0,0.0872,94.976,4,https://api.spotify.com/v1/tracks/0aWljNVWewwIAmIYTjH1y8,audio_features,spotify:track:0aWljNVWewwIAmIYTjH1y8,0.764
767,Idles,4k69tGZejKwfXPCJtyP55x,0.000288,https://api.spotify.com/v1/audio-analysis/4k69tGZejKwfXPCJtyP55x,0.255,228832,0.946,4k69tGZejKwfXPCJtyP55x,0.000565,9,0.196,-4.876,1,0.152,155.967,4,https://api.spotify.com/v1/tracks/4k69tGZejKwfXPCJtyP55x,audio_features,spotify:track:4k69tGZejKwfXPCJtyP55x,0.223
768,Idles,44TyGuyg0xVt5Ngq4CCnxD,0.000274,https://api.spotify.com/v1/audio-analysis/44TyGuyg0xVt5Ngq4CCnxD,0.207,204844,0.931,44TyGuyg0xVt5Ngq4CCnxD,0.00387,6,0.243,-4.452,1,0.083,204.227,4,https://api.spotify.com/v1/tracks/44TyGuyg0xVt5Ngq4CCnxD,audio_features,spotify:track:44TyGuyg0xVt5Ngq4CCnxD,0.324
769,Idles,0LwxCg69PRxrpTK1fhKL7I,0.00206,https://api.spotify.com/v1/audio-analysis/0LwxCg69PRxrpTK1fhKL7I,0.534,189976,0.854,0LwxCg69PRxrpTK1fhKL7I,0.000192,11,0.139,-3.66,0,0.063,116.031,4,https://api.spotify.com/v1/tracks/0LwxCg69PRxrpTK1fhKL7I,audio_features,spotify:track:0LwxCg69PRxrpTK1fhKL7I,0.484
770,Idles,1nGJuMCIMDeOAy0MAzKpQC,0.00372,https://api.spotify.com/v1/audio-analysis/1nGJuMCIMDeOAy0MAzKpQC,0.317,207145,0.839,1nGJuMCIMDeOAy0MAzKpQC,0.00304,1,0.209,-6.272,0,0.0509,199.355,4,https://api.spotify.com/v1/tracks/1nGJuMCIMDeOAy0MAzKpQC,audio_features,spotify:track:1nGJuMCIMDeOAy0MAzKpQC,0.293
771,Idles,3comBhxjhdk133y7d1hI1n,0.00194,https://api.spotify.com/v1/audio-analysis/3comBhxjhdk133y7d1hI1n,0.342,339039,0.882,3comBhxjhdk133y7d1hI1n,3.81e-05,0,0.313,-5.903,1,0.0676,129.091,4,https://api.spotify.com/v1/tracks/3comBhxjhdk133y7d1hI1n,audio_features,spotify:track:3comBhxjhdk133y7d1hI1n,0.229
772,Idles,2f37W2wueDF7gPo493fkW2,0.000788,https://api.spotify.com/v1/audio-analysis/2f37W2wueDF7gPo493fkW2,0.425,210493,0.95,2f37W2wueDF7gPo493fkW2,0.00035,2,0.0988,-4.149,1,0.157,117.326,4,https://api.spotify.com/v1/tracks/2f37W2wueDF7gPo493fkW2,audio_features,spotify:track:2f37W2wueDF7gPo493fkW2,0.151
773,Idles,0wAjYwPSBXsb5cunG96tbk,0.00376,https://api.spotify.com/v1/audio-analysis/0wAjYwPSBXsb5cunG96tbk,0.433,192506,0.958,0wAjYwPSBXsb5cunG96tbk,3.64e-06,11,0.266,-3.91,0,0.129,105.142,4,https://api.spotify.com/v1/tracks/0wAjYwPSBXsb5cunG96tbk,audio_features,spotify:track:0wAjYwPSBXsb5cunG96tbk,0.138
774,Idles,43QRuzdZ8Rvs77VjRL4n6i,0.000644,https://api.spotify.com/v1/audio-analysis/43QRuzdZ8Rvs77VjRL4n6i,0.467,183511,0.868,43QRuzdZ8Rvs77VjRL4n6i,9.93e-06,10,0.17,-6.079,0,0.0478,107.648,4,https://api.spotify.com/v1/tracks/43QRuzdZ8Rvs77VjRL4n6i,audio_features,spotify:track:43QRuzdZ8Rvs77VjRL4n6i,0.298
775,Idles,3q6UeUT5Zn8dK5LsVUzQTD,0.00251,https://api.spotify.com/v1/audio-analysis/3q6UeUT5Zn8dK5LsVUzQTD,0.374,177466,0.971,3q6UeUT5Zn8dK5LsVUzQTD,0.0,11,0.326,-5.613,1,0.0775,202.086,4,https://api.spotify.com/v1/tracks/3q6UeUT5Zn8dK5LsVUzQTD,audio_features,spotify:track:3q6UeUT5Zn8dK5LsVUzQTD,0.756
776,Idles,04k4DlSjx7XECYgjHXJ78G,0.00085,https://api.spotify.com/v1/audio-analysis/04k4DlSjx7XECYgjHXJ78G,0.391,204431,0.859,04k4DlSjx7XECYgjHXJ78G,0.00286,11,0.556,-6.747,1,0.0577,109.879,4,https://api.spotify.com/v1/tracks/04k4DlSjx7XECYgjHXJ78G,audio_features,spotify:track:04k4DlSjx7XECYgjHXJ78G,0.31
777,Masego,51rPRW8NjxZoWPPjnRGzHw,0.669,https://api.spotify.com/v1/audio-analysis/51rPRW8NjxZoWPPjnRGzHw,0.704,301893,0.487,51rPRW8NjxZoWPPjnRGzHw,8.64e-05,9,0.111,-6.407,0,0.0604,121.726,4,https://api.spotify.com/v1/tracks/51rPRW8NjxZoWPPjnRGzHw,audio_features,spotify:track:51rPRW8NjxZoWPPjnRGzHw,0.313
778,Masego,6zWU7YALeEDMcPGhKKZJhV,0.114,https://api.spotify.com/v1/audio-analysis/6zWU7YALeEDMcPGhKKZJhV,0.686,194157,0.592,6zWU7YALeEDMcPGhKKZJhV,1.16e-06,6,0.248,-7.398,0,0.26,89.013,4,https://api.spotify.com/v1/tracks/6zWU7YALeEDMcPGhKKZJhV,audio_features,spotify:track:6zWU7YALeEDMcPGhKKZJhV,0.364
779,Masego,11NwaUSqSYmZrFWo2qO2Ng,0.171,https://api.spotify.com/v1/audio-analysis/11NwaUSqSYmZrFWo2qO2Ng,0.74,137707,0.78,11NwaUSqSYmZrFWo2qO2Ng,0.0,1,0.0794,-7.624,0,0.209,114.98,4,https://api.spotify.com/v1/tracks/11NwaUSqSYmZrFWo2qO2Ng,audio_features,spotify:track:11NwaUSqSYmZrFWo2qO2Ng,0.605
780,Masego,3l75jB2gKi4VpgklWIbTOz,0.259,https://api.spotify.com/v1/audio-analysis/3l75jB2gKi4VpgklWIbTOz,0.677,226168,0.669,3l75jB2gKi4VpgklWIbTOz,0.849,1,0.14,-4.503,1,0.0632,170.087,4,https://api.spotify.com/v1/tracks/3l75jB2gKi4VpgklWIbTOz,audio_features,spotify:track:3l75jB2gKi4VpgklWIbTOz,0.222
