track,artist,track,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
170,Two Feet,4NZrZgrRoR4GwR7flWOXRI,0.571,https://api.spotify.com/v1/audio-analysis/4NZrZgrRoR4GwR7flWOXRI,0.765,129600,0.327,4NZrZgrRoR4GwR7flWOXRI,0.0479,6,0.0787,-8.029,1,0.277,74.931,4,https://api.spotify.com/v1/tracks/4NZrZgrRoR4GwR7flWOXRI,audio_features,spotify:track:4NZrZgrRoR4GwR7flWOXRI,0.292
171,Two Feet,3aauaXWRgwCMoykMbI0Jq1,0.708,https://api.spotify.com/v1/audio-analysis/3aauaXWRgwCMoykMbI0Jq1,0.717,185520,0.577,3aauaXWRgwCMoykMbI0Jq1,0.00428,8,0.0899,-5.436,1,0.0491,104.927,3,https://api.spotify.com/v1/tracks/3aauaXWRgwCMoykMbI0Jq1,audio_features,spotify:track:3aauaXWRgwCMoykMbI0Jq1,0.235
172,Two Feet,6MiVIH3fQlmz44jGx2DXn4,0.614,https://api.spotify.com/v1/audio-analysis/6MiVIH3fQlmz44jGx2DXn4,0.532,181467,0.178,6MiVIH3fQlmz44jGx2DXn4,0.14,9,0.0985,-9.754,0,0.0541,149.879,3,https://api.spotify.com/v1/tracks/6MiVIH3fQlmz44jGx2DXn4,audio_features,spotify:track:6MiVIH3fQlmz44jGx2DXn4,0.103
173,Two Feet,7tZdkPtebOG29TzPPHlsem,0.241,https://api.spotify.com/v1/audio-analysis/7tZdkPtebOG29TzPPHlsem,0.688,144000,0.349,7tZdkPtebOG29TzPPHlsem,0.685,6,0.374,-7.182,0,0.27,169.773,4,https://api.spotify.com/v1/tracks/7tZdkPtebOG29TzPPHlsem,audio_features,spotify:track:7tZdkPtebOG29TzPPHlsem,0.433
174,Two Feet,6gGBL1uMBcNUOzSYfKreID,0.14,https://api.spotify.com/v1/audio-analysis/6gGBL1uMBcNUOzSYfKreID,0.825,140973,0.304,6gGBL1uMBcNUOzSYfKreID,0.000498,5,0.147,-11.597,1,0.101,84.927,4,https://api.spotify.com/v1/tracks/6gGBL1uMBcNUOzSYfKreID,audio_features,spotify:track:6gGBL1uMBcNUOzSYfKreID,0.3
175,Two Feet,0IZRLxomNJV9mb13uVJ2Lj,0.391,https://api.spotify.com/v1/audio-analysis/0IZRLxomNJV9mb13uVJ2Lj,0.343,171493,0.651,0IZRLxomNJV9mb13uVJ2Lj,0.0,7,0.25,-6.378,1,0.0933,179.662,3,https://api.spotify.com/v1/tracks/0IZRLxomNJV9mb13uVJ2Lj,audio_features,spotify:track:0IZRLxomNJV9mb13uVJ2Lj,0.521
176,Two Feet,3lML37ujKr8GdxQqCYkCoz,0.288,https://api.spotify.com/v1/audio-analysis/3lML37ujKr8GdxQqCYkCoz,0.74,168000,0.415,3lML37ujKr8GdxQqCYkCoz,0.534,0,0.103,-11.429,1,0.0594,89.997,4,https://api.spotify.com/v1/tracks/3lML37ujKr8GdxQqCYkCoz,audio_features,spotify:track:3lML37ujKr8GdxQqCYkCoz,0.153
177,Two Feet,4KZmeozm1jZ3nr0zfylVqb,0.334,https://api.spotify.com/v1/audio-analysis/4KZmeozm1jZ3nr0zfylVqb,0.577,168613,0.833,4KZmeozm1jZ3nr0zfylVqb,0.047,8,0.0627,-5.911,1,0.0532,104.957,3,https://api.spotify.com/v1/tracks/4KZmeozm1jZ3nr0zfylVqb,audio_features,spotify:track:4KZmeozm1jZ3nr0zfylVqb,0.166
178,Two Feet,16mrdTSWwfVfOiZNw84tQC,0.616,https://api.spotify.com/v1/audio-analysis/16mrdTSWwfVfOiZNw84tQC,0.387,193813,0.62,16mrdTSWwfVfOiZNw84tQC,0.0,6,0.0827,-4.204,1,0.0811,97.402,3,https://api.spotify.com/v1/tracks/16mrdTSWwfVfOiZNw84tQC,audio_features,spotify:track:16mrdTSWwfVfOiZNw84tQC,0.405
179,Two Feet,5AgxZKgNfB6wqnNg3puk3X,0.349,https://api.spotify.com/v1/audio-analysis/5AgxZKgNfB6wqnNg3puk3X,0.726,162267,0.71,5AgxZKgNfB6wqnNg3puk3X,0.585,2,0.1,-6.611,1,0.0575,120.014,4,https://api.spotify.com/v1/tracks/5AgxZKgNfB6wqnNg3puk3X,audio_features,spotify:track:5AgxZKgNfB6wqnNg3puk3X,0.513
180,Bizarrap,2S93hylQBYLndMnaJuso8S,0.00554,https://api.spotify.com/v1/audio-analysis/2S93hylQBYLndMnaJuso8S,0.81,143292,0.471,2S93hylQBYLndMnaJuso8S,0.000197,8,0.134,-5.047,1,0.0496,75.003,4,https://api.spotify.com/v1/tracks/2S93hylQBYLndMnaJuso8S,audio_features,spotify:track:2S93hylQBYLndMnaJuso8S,0.391
181,Bizarrap,7xRWmHZ2wt3zDgM5mAL0JU,0.128,https://api.spotify.com/v1/audio-analysis/7xRWmHZ2wt3zDgM5mAL0JU,0.813,174178,0.884,7xRWmHZ2wt3zDgM5mAL0JU,2.34e-05,2,0.122,-4.817,1,0.119,126.892,4,https://api.spotify.com/v1/tracks/7xRWmHZ2wt3zDgM5mAL0JU,audio_features,spotify:track:7xRWmHZ2wt3zDgM5mAL0JU,0.646
182,Bizarrap,7ouulWlZPefmEIGYWNyiPH,0.779,https://api.spotify.com/v1/audio-analysis/7ouulWlZPefmEIGYWNyiPH,0.726,158984,0.602,7ouulWlZPefmEIGYWNyiPH,9.35e-06,7,0.0827,-7.678,1,0.501,130.608,4,https://api.spotify.com/v1/tracks/7ouulWlZPefmEIGYWNyiPH,audio_features,spotify:track:7ouulWlZPefmEIGYWNyiPH,0.807
183,Bizarrap,08ilexedmUuccTWTeK7Dvb,0.368,https://api.spotify.com/v1/audio-analysis/08ilexedmUuccTWTeK7Dvb,0.698,133692,0.714,08ilexedmUuccTWTeK7Dvb,0.0,11,0.0824,-6.178,1,0.367,112.856,3,https://api.spotify.com/v1/tracks/08ilexedmUuccTWTeK7Dvb,audio_features,spotify:track:08ilexedmUuccTWTeK7Dvb,0.864
184,Bizarrap,4jTKJOFxaqEcm558JYi4Dh,0.74,https://api.spotify.com/v1/audio-analysis/4jTKJOFxaqEcm558JYi4Dh,0.778,199392,0.739,4jTKJOFxaqEcm558JYi4Dh,8e-05,1,0.0857,-5.453,1,0.285,150.033,4,https://api.spotify.com/v1/tracks/4jTKJOFxaqEcm558JYi4Dh,audio_features,spotify:track:4jTKJOFxaqEcm558JYi4Dh,0.496
185,Bizarrap,5z2pkfNzSL9Ad87xcQQEdw,0.258,https://api.spotify.com/v1/audio-analysis/5z2pkfNzSL9Ad87xcQQEdw,0.851,130912,0.599,5z2pkfNzSL9Ad87xcQQEdw,0.0,8,0.179,-5.347,1,0.0985,99.981,4,https://api.spotify.com/v1/tracks/5z2pkfNzSL9Ad87xcQQEdw,audio_features,spotify:track:5z2pkfNzSL9Ad87xcQQEdw,0.668
186,Bizarrap,1jKq6jcjPAd2awwuYiPswp,0.0995,https://api.spotify.com/v1/audio-analysis/1jKq6jcjPAd2awwuYiPswp,0.924,137365,0.622,1jKq6jcjPAd2awwuYiPswp,0.0,0,0.0971,-6.824,1,0.233,130.063,4,https://api.spotify.com/v1/tracks/1jKq6jcjPAd2awwuYiPswp,audio_features,spotify:track:1jKq6jcjPAd2awwuYiPswp,0.74
187,Bizarrap,5WFgOLufm9ZVXwVhFy6OoJ,0.23,https://api.spotify.com/v1/audio-analysis/5WFgOLufm9ZVXwVhFy6OoJ,0.933,150000,0.414,5WFgOLufm9ZVXwVhFy6OoJ,1.84e-05,1,0.28,-7.997,1,0.118,119.965,4,https://api.spotify.com/v1/tracks/5WFgOLufm9ZVXwVhFy6OoJ,audio_features,spotify:track:5WFgOLufm9ZVXwVhFy6OoJ,0.447
188,Bizarrap,2H2pkZBzWDX2TzGW7sp014,0.204,https://api.spotify.com/v1/audio-analysis/2H2pkZBzWDX2TzGW7sp014,0.853,362281,0.612,2H2pkZBzWDX2TzGW7sp014,0.0,10,0.231,-5.271,0,0.0592,99.983,4,https://api.spotify.com/v1/tracks/2H2pkZBzWDX2TzGW7sp014,audio_features,spotify:track:2H2pkZBzWDX2TzGW7sp014,0.589
189,Bizarrap,7AA4lNDVhoyucOqhBO56XU,0.0526,https://api.spotify.com/v1/audio-analysis/7AA4lNDVhoyucOqhBO56XU,0.611,177327,0.84,7AA4lNDVhoyucOqhBO56XU,0.0,7,0.083,-4.886,1,0.361,85.558,5,https://api.spotify.com/v1/tracks/7AA4lNDVhoyucOqhBO56XU,audio_features,spotify:track:7AA4lNDVhoyucOqhBO56XU,0.68
190,Fuego,668JOhJXCQeUkAsjfREN78,0.137,https://api.spotify.com/v1/audio-analysis/668JOhJXCQeUkAsjfREN78,0.769,164200,0.596,668JOhJXCQeUkAsjfREN78,0.0,7,0.127,-5.931,1,0.111,146.028,4,https://api.spotify.com/v1/tracks/668JOhJXCQeUkAsjfREN78,audio_features,spotify:track:668JOhJXCQeUkAsjfREN78,0.143
191,Fuego,3zb856RMKFjdvWre0TKcmA,0.19,https://api.spotify.com/v1/audio-analysis/3zb856RMKFjdvWre0TKcmA,0.8,188238,0.669,3zb856RMKFjdvWre0TKcmA,2.35e-05,1,0.0609,-12.898,1,0.0546,117.015,4,https://api.spotify.com/v1/tracks/3zb856RMKFjdvWre0TKcmA,audio_features,spotify:track:3zb856RMKFjdvWre0TKcmA,0.721
192,Fuego,50KdtoOHAI2Bp15YifdP02,0.495,https://api.spotify.com/v1/audio-analysis/50KdtoOHAI2Bp15YifdP02,0.729,189333,0.54,50KdtoOHAI2Bp15YifdP02,0.0,5,0.0746,-6.826,0,0.057,126.987,4,https://api.spotify.com/v1/tracks/50KdtoOHAI2Bp15YifdP02,audio_features,spotify:track:50KdtoOHAI2Bp15YifdP02,0.544
193,Fuego,6EL3z6qHqgvskv0IkeI1LP,0.0422,https://api.spotify.com/v1/audio-analysis/6EL3z6qHqgvskv0IkeI1LP,0.827,237973,0.618,6EL3z6qHqgvskv0IkeI1LP,7.54e-06,7,0.102,-3.97,1,0.0598,100.001,4,https://api.spotify.com/v1/tracks/6EL3z6qHqgvskv0IkeI1LP,audio_features,spotify:track:6EL3z6qHqgvskv0IkeI1LP,0.194
194,Fuego,4cdvEShhfVE4UIHcjoK7NA,0.123,https://api.spotify.com/v1/audio-analysis/4cdvEShhfVE4UIHcjoK7NA,0.793,261987,0.674,4cdvEShhfVE4UIHcjoK7NA,0.0,1,0.0949,-12.821,1,0.0524,117.05,4,https://api.spotify.com/v1/tracks/4cdvEShhfVE4UIHcjoK7NA,audio_features,spotify:track:4cdvEShhfVE4UIHcjoK7NA,0.726
195,Fuego,5YydQ4ce7HtwaCUPZ1HqOj,0.0547,https://api.spotify.com/v1/audio-analysis/5YydQ4ce7HtwaCUPZ1HqOj,0.757,236907,0.615,5YydQ4ce7HtwaCUPZ1HqOj,5.29e-06,4,0.31,-6.042,0,0.137,100.042,4,https://api.spotify.com/v1/tracks/5YydQ4ce7HtwaCUPZ1HqOj,audio_features,spotify:track:5YydQ4ce7HtwaCUPZ1HqOj,0.279
196,Fuego,2VWKS0DtLjB6rP4iCue0nS,0.1,https://api.spotify.com/v1/audio-analysis/2VWKS0DtLjB6rP4iCue0nS,0.891,189307,0.72,2VWKS0DtLjB6rP4iCue0nS,7.57e-06,1,0.207,-4.585,0,0.0699,97.015,4,https://api.spotify.com/v1/tracks/2VWKS0DtLjB6rP4iCue0nS,audio_features,spotify:track:2VWKS0DtLjB6rP4iCue0nS,0.696
197,Fuego,6OVkeq62WfiHTwBpcB3iXQ,0.43,https://api.spotify.com/v1/audio-analysis/6OVkeq62WfiHTwBpcB3iXQ,0.723,246413,0.639,6OVkeq62WfiHTwBpcB3iXQ,0.000476,1,0.11,-3.442,1,0.155,148.919,4,https://api.spotify.com/v1/tracks/6OVkeq62WfiHTwBpcB3iXQ,audio_features,spotify:track:6OVkeq62WfiHTwBpcB3iXQ,0.658
198,Fuego,35R6hojqsOaewpttJtJvoT,0.0541,https://api.spotify.com/v1/audio-analysis/35R6hojqsOaewpttJtJvoT,0.843,222280,0.706,35R6hojqsOaewpttJtJvoT,5.18e-05,7,0.127,-5.189,1,0.07,158.965,4,https://api.spotify.com/v1/tracks/35R6hojqsOaewpttJtJvoT,audio_features,spotify:track:35R6hojqsOaewpttJtJvoT,0.373
199,Fuego,5VgymSsqb2ykNK8MEiV3Nl,0.00826,https://api.spotify.com/v1/audio-analysis/5VgymSsqb2ykNK8MEiV3Nl,0.68,187057,0.695,5VgymSsqb2ykNK8MEiV3Nl,0.000412,6,0.199,-5.772,0,0.144,179.972,4,https://api.spotify.com/v1/tracks/5VgymSsqb2ykNK8MEiV3Nl,audio_features,spotify:track:5VgymSsqb2ykNK8MEiV3Nl,0.509
200,La Delio Valdez,7g6taDbEMUIhsvyFaexjDi,0.391,https://api.spotify.com/v1/audio-analysis/7g6taDbEMUIhsvyFaexjDi,0.607,310296,0.704,7g6taDbEMUIhsvyFaexjDi,0.0,10,0.109,-3.203,0,0.0285,91.479,4,https://api.spotify.com/v1/tracks/7g6taDbEMUIhsvyFaexjDi,audio_features,spotify:track:7g6taDbEMUIhsvyFaexjDi,0.666
201,La Delio Valdez,4qs1Zs4BY3BJe7ycmoYyZG,0.344,https://api.spotify.com/v1/audio-analysis/4qs1Zs4BY3BJe7ycmoYyZG,0.828,273013,0.669,4qs1Zs4BY3BJe7ycmoYyZG,0.000289,5,0.057,-6.645,0,0.0434,96.207,4,https://api.spotify.com/v1/tracks/4qs1Zs4BY3BJe7ycmoYyZG,audio_features,spotify:track:4qs1Zs4BY3BJe7ycmoYyZG,0.972
202,La Delio Valdez,5XcalfMEe1BUct8ArzjHS4,0.288,https://api.spotify.com/v1/audio-analysis/5XcalfMEe1BUct8ArzjHS4,0.72,323463,0.712,5XcalfMEe1BUct8ArzjHS4,0.0,7,0.0435,-3.928,1,0.15,95.569,4,https://api.spotify.com/v1/tracks/5XcalfMEe1BUct8ArzjHS4,audio_features,spotify:track:5XcalfMEe1BUct8ArzjHS4,0.847
203,La Delio Valdez,7uZNPdCFEb83MgwC2vbrAK,0.516,https://api.spotify.com/v1/audio-analysis/7uZNPdCFEb83MgwC2vbrAK,0.586,213107,0.569,7uZNPdCFEb83MgwC2vbrAK,1.69e-06,9,0.0819,-6.672,0,0.223,197.742,4,https://api.spotify.com/v1/tracks/7uZNPdCFEb83MgwC2vbrAK,audio_features,spotify:track:7uZNPdCFEb83MgwC2vbrAK,0.964
204,La Delio Valdez,2ogE1VCReg5cxqkw7wLhxP,0.347,https://api.spotify.com/v1/audio-analysis/2ogE1VCReg5cxqkw7wLhxP,0.696,281862,0.753,2ogE1VCReg5cxqkw7wLhxP,0.0,1,0.199,-2.437,0,0.0462,92.958,4,https://api.spotify.com/v1/tracks/2ogE1VCReg5cxqkw7wLhxP,audio_features,spotify:track:2ogE1VCReg5cxqkw7wLhxP,0.694
205,La Delio Valdez,4CJ4qTjNw9TK86XQgoaroM,0.548,https://api.spotify.com/v1/audio-analysis/4CJ4qTjNw9TK86XQgoaroM,0.669,265399,0.788,4CJ4qTjNw9TK86XQgoaroM,0.0,7,0.233,-2.433,1,0.051,91.484,4,https://api.spotify.com/v1/tracks/4CJ4qTjNw9TK86XQgoaroM,audio_features,spotify:track:4CJ4qTjNw9TK86XQgoaroM,0.871
206,La Delio Valdez,4050CVchCnG4zQuC2XqSNt,0.228,https://api.spotify.com/v1/audio-analysis/4050CVchCnG4zQuC2XqSNt,0.629,242276,0.757,4050CVchCnG4zQuC2XqSNt,5.82e-05,7,0.354,-3.633,0,0.0531,94.271,4,https://api.spotify.com/v1/tracks/4050CVchCnG4zQuC2XqSNt,audio_features,spotify:track:4050CVchCnG4zQuC2XqSNt,0.514
207,La Delio Valdez,3aZOVw9YwNLvWSWfl2oxFF,0.567,https://api.spotify.com/v1/audio-analysis/3aZOVw9YwNLvWSWfl2oxFF,0.782,225813,0.737,3aZOVw9YwNLvWSWfl2oxFF,1.21e-05,2,0.0711,-5.232,0,0.0909,95.958,4,https://api.spotify.com/v1/tracks/3aZOVw9YwNLvWSWfl2oxFF,audio_features,spotify:track:3aZOVw9YwNLvWSWfl2oxFF,0.91
208,La Delio Valdez,1F8zu3B7xfzyyn07uUxiqC,0.447,https://api.spotify.com/v1/audio-analysis/1F8zu3B7xfzyyn07uUxiqC,0.553,202560,0.698,1F8zu3B7xfzyyn07uUxiqC,2.78e-05,8,0.266,-5.423,1,0.153,196.594,4,https://api.spotify.com/v1/tracks/1F8zu3B7xfzyyn07uUxiqC,audio_features,spotify:track:1F8zu3B7xfzyyn07uUxiqC,0.927
209,La Delio Valdez,4743I01cjhzzeV1usPCtns,0.424,https://api.spotify.com/v1/audio-analysis/4743I01cjhzzeV1usPCtns,0.711,543147,0.842,4743I01cjhzzeV1usPCtns,7.84e-06,0,0.0951,-2.923,1,0.0393,98.137,4,https://api.spotify.com/v1/tracks/4743I01cjhzzeV1usPCtns,audio_features,spotify:track:4743I01cjhzzeV1usPCtns,0.92
210,Dani,1jKq6jcjPAd2awwuYiPswp,0.0995,https://api.spotify.com/v1/audio-analysis/1jKq6jcjPAd2awwuYiPswp,0.924,137365,0.622,1jKq6jcjPAd2awwuYiPswp,0.0,0,0.0971,-6.824,1,0.233,130.063,4,https://api.spotify.com/v1/tracks/1jKq6jcjPAd2awwuYiPswp,audio_features,spotify:track:1jKq6jcjPAd2awwuYiPswp,0.74
211,Dani,0kdaaA5jPqfqgJyZFObr7N,0.294,https://api.spotify.com/v1/audio-analysis/0kdaaA5jPqfqgJyZFObr7N,0.762,246500,0.713,0kdaaA5jPqfqgJyZFObr7N,1.42e-06,10,0.176,-5.085,0,0.11,91.08,4,https://api.spotify.com/v1/tracks/0kdaaA5jPqfqgJyZFObr7N,audio_features,spotify:track:0kdaaA5jPqfqgJyZFObr7N,0.495
212,Dani,1orC13Il4oicc4UKczjUhi,0.595,https://api.spotify.com/v1/audio-analysis/1orC13Il4oicc4UKczjUhi,0.647,177250,0.41,1orC13Il4oicc4UKczjUhi,0.0,9,0.147,-11.637,0,0.467,129.958,4,https://api.spotify.com/v1/tracks/1orC13Il4oicc4UKczjUhi,audio_features,spotify:track:1orC13Il4oicc4UKczjUhi,0.604
213,Dani,2UTr9E5Ju2xjXoVbows2Sw,0.543,https://api.spotify.com/v1/audio-analysis/2UTr9E5Ju2xjXoVbows2Sw,0.632,192000,0.622,2UTr9E5Ju2xjXoVbows2Sw,0.0,9,0.0788,-7.781,0,0.147,90.027,4,https://api.spotify.com/v1/tracks/2UTr9E5Ju2xjXoVbows2Sw,audio_features,spotify:track:2UTr9E5Ju2xjXoVbows2Sw,0.428
214,Dani,2nPihqFT4CEGDIfJYkX11X,0.555,https://api.spotify.com/v1/audio-analysis/2nPihqFT4CEGDIfJYkX11X,0.698,224000,0.704,2nPihqFT4CEGDIfJYkX11X,1.16e-05,8,0.0973,-6.788,0,0.07,148.99,4,https://api.spotify.com/v1/tracks/2nPihqFT4CEGDIfJYkX11X,audio_features,spotify:track:2nPihqFT4CEGDIfJYkX11X,0.22
215,Dani,42sYKO9iXIJK3tsm9jJvLn,0.0167,https://api.spotify.com/v1/audio-analysis/42sYKO9iXIJK3tsm9jJvLn,0.654,195859,0.716,42sYKO9iXIJK3tsm9jJvLn,0.0243,11,0.0673,-12.276,0,0.257,129.603,4,https://api.spotify.com/v1/tracks/42sYKO9iXIJK3tsm9jJvLn,audio_features,spotify:track:42sYKO9iXIJK3tsm9jJvLn,0.037
216,Dani,3VHHNO8mpbzS53M80nWRtz,0.204,https://api.spotify.com/v1/audio-analysis/3VHHNO8mpbzS53M80nWRtz,0.797,124000,0.493,3VHHNO8mpbzS53M80nWRtz,0.0,8,0.112,-7.156,1,0.0573,140.091,4,https://api.spotify.com/v1/tracks/3VHHNO8mpbzS53M80nWRtz,audio_features,spotify:track:3VHHNO8mpbzS53M80nWRtz,0.341
217,Dani,5wTW7KlGJaL7MR4BV8BJep,0.298,https://api.spotify.com/v1/audio-analysis/5wTW7KlGJaL7MR4BV8BJep,0.671,132525,0.468,5wTW7KlGJaL7MR4BV8BJep,0.0,6,0.0768,-7.656,0,0.531,149.736,4,https://api.spotify.com/v1/tracks/5wTW7KlGJaL7MR4BV8BJep,audio_features,spotify:track:5wTW7KlGJaL7MR4BV8BJep,0.661
218,Kaydy Cain,4X78cfrukYeZiSAwswyneX,0.468,https://api.spotify.com/v1/audio-analysis/4X78cfrukYeZiSAwswyneX,0.769,197649,0.612,4X78cfrukYeZiSAwswyneX,0.000185,1,0.0797,-4.31,1,0.212,179.926,4,https://api.spotify.com/v1/tracks/4X78cfrukYeZiSAwswyneX,audio_features,spotify:track:4X78cfrukYeZiSAwswyneX,0.686
219,Kaydy Cain,360kiTBiy38oPyFj2QSaGq,0.286,https://api.spotify.com/v1/audio-analysis/360kiTBiy38oPyFj2QSaGq,0.636,194286,0.687,360kiTBiy38oPyFj2QSaGq,0.0,8,0.107,-7.18,1,0.0788,83.964,4,https://api.spotify.com/v1/tracks/360kiTBiy38oPyFj2QSaGq,audio_features,spotify:track:360kiTBiy38oPyFj2QSaGq,0.575
220,Kaydy Cain,7aq4mn7HqjIWeEn3YReKWV,0.415,https://api.spotify.com/v1/audio-analysis/7aq4mn7HqjIWeEn3YReKWV,0.851,218895,0.556,7aq4mn7HqjIWeEn3YReKWV,0.0,7,0.0983,-5.673,0,0.0479,124.922,4,https://api.spotify.com/v1/tracks/7aq4mn7HqjIWeEn3YReKWV,audio_features,spotify:track:7aq4mn7HqjIWeEn3YReKWV,0.272
221,Kaydy Cain,0fPVvRNduhXsxgB5bv3YtY,0.382,https://api.spotify.com/v1/audio-analysis/0fPVvRNduhXsxgB5bv3YtY,0.845,230106,0.735,0fPVvRNduhXsxgB5bv3YtY,0.0,2,0.128,-4.722,0,0.23,93.998,4,https://api.spotify.com/v1/tracks/0fPVvRNduhXsxgB5bv3YtY,audio_features,spotify:track:0fPVvRNduhXsxgB5bv3YtY,0.783
222,Kaydy Cain,3mggqNSKLBgh2HmKb5qdp9,0.71,https://api.spotify.com/v1/audio-analysis/3mggqNSKLBgh2HmKb5qdp9,0.677,242857,0.79,3mggqNSKLBgh2HmKb5qdp9,0.0,11,0.27,-5.686,0,0.159,167.992,4,https://api.spotify.com/v1/tracks/3mggqNSKLBgh2HmKb5qdp9,audio_features,spotify:track:3mggqNSKLBgh2HmKb5qdp9,0.714
223,Kaydy Cain,06DnIbV0BTcDVaNHSPuW5t,0.354,https://api.spotify.com/v1/audio-analysis/06DnIbV0BTcDVaNHSPuW5t,0.885,167234,0.611,06DnIbV0BTcDVaNHSPuW5t,0.00121,11,0.184,-7.798,1,0.205,94.125,4,https://api.spotify.com/v1/tracks/06DnIbV0BTcDVaNHSPuW5t,audio_features,spotify:track:06DnIbV0BTcDVaNHSPuW5t,0.853
224,Kaydy Cain,32M3AMRyYfb3hlsEmxjFAj,0.36,https://api.spotify.com/v1/audio-analysis/32M3AMRyYfb3hlsEmxjFAj,0.678,171429,0.787,32M3AMRyYfb3hlsEmxjFAj,0.0,2,0.0752,-6.914,1,0.073,168.126,4,https://api.spotify.com/v1/tracks/32M3AMRyYfb3hlsEmxjFAj,audio_features,spotify:track:32M3AMRyYfb3hlsEmxjFAj,0.729
225,Kaydy Cain,2gsIJrZWuP0u8X1PpKH0jz,0.00309,https://api.spotify.com/v1/audio-analysis/2gsIJrZWuP0u8X1PpKH0jz,0.851,205587,0.589,2gsIJrZWuP0u8X1PpKH0jz,0.0,1,0.189,-9.316,0,0.169,108.046,4,https://api.spotify.com/v1/tracks/2gsIJrZWuP0u8X1PpKH0jz,audio_features,spotify:track:2gsIJrZWuP0u8X1PpKH0jz,0.862
226,Kaydy Cain,6iYQiODKAdVYy34XaqlotY,0.46,https://api.spotify.com/v1/audio-analysis/6iYQiODKAdVYy34XaqlotY,0.807,213667,0.647,6iYQiODKAdVYy34XaqlotY,0.0,11,0.0937,-6.341,0,0.0638,89.998,4,https://api.spotify.com/v1/tracks/6iYQiODKAdVYy34XaqlotY,audio_features,spotify:track:6iYQiODKAdVYy34XaqlotY,0.933
227,Kaydy Cain,5BQNR4tcgDtrZGIQjosd30,0.0777,https://api.spotify.com/v1/audio-analysis/5BQNR4tcgDtrZGIQjosd30,0.7,193125,0.531,5BQNR4tcgDtrZGIQjosd30,0.0,2,0.22,-6.92,1,0.107,139.966,4,https://api.spotify.com/v1/tracks/5BQNR4tcgDtrZGIQjosd30,audio_features,spotify:track:5BQNR4tcgDtrZGIQjosd30,0.646
228,Maye,1jecO8NeYLsVWVptITz4c1,0.625,https://api.spotify.com/v1/audio-analysis/1jecO8NeYLsVWVptITz4c1,0.732,206612,0.555,1jecO8NeYLsVWVptITz4c1,0.0,5,0.112,-7.973,1,0.0326,114.981,4,https://api.spotify.com/v1/tracks/1jecO8NeYLsVWVptITz4c1,audio_features,spotify:track:1jecO8NeYLsVWVptITz4c1,0.729
229,Maye,3fHxCZdMhWqYynQVMF4O3R,0.25,https://api.spotify.com/v1/audio-analysis/3fHxCZdMhWqYynQVMF4O3R,0.701,198377,0.778,3fHxCZdMhWqYynQVMF4O3R,0.0,8,0.0836,-6.008,0,0.0358,107.006,4,https://api.spotify.com/v1/tracks/3fHxCZdMhWqYynQVMF4O3R,audio_features,spotify:track:3fHxCZdMhWqYynQVMF4O3R,0.882
230,Maye,4mDAxQGyDdpju78hGsACwn,0.447,https://api.spotify.com/v1/audio-analysis/4mDAxQGyDdpju78hGsACwn,0.395,239295,0.597,4mDAxQGyDdpju78hGsACwn,0.0125,4,0.114,-8.09,0,0.0397,116.988,4,https://api.spotify.com/v1/tracks/4mDAxQGyDdpju78hGsACwn,audio_features,spotify:track:4mDAxQGyDdpju78hGsACwn,0.41
231,Boombox Cartel,5LCaw96SsbpHAQFAcbFwbI,0.0168,https://api.spotify.com/v1/audio-analysis/5LCaw96SsbpHAQFAcbFwbI,0.706,243692,0.935,5LCaw96SsbpHAQFAcbFwbI,4.62e-05,6,0.106,-2.418,1,0.0565,130.001,4,https://api.spotify.com/v1/tracks/5LCaw96SsbpHAQFAcbFwbI,audio_features,spotify:track:5LCaw96SsbpHAQFAcbFwbI,0.214
232,Boombox Cartel,6rv93pYJSTtReQIuwcCYvm,0.0126,https://api.spotify.com/v1/audio-analysis/6rv93pYJSTtReQIuwcCYvm,0.734,186400,0.826,6rv93pYJSTtReQIuwcCYvm,0.0,11,0.145,-3.151,1,0.301,149.926,4,https://api.spotify.com/v1/tracks/6rv93pYJSTtReQIuwcCYvm,audio_features,spotify:track:6rv93pYJSTtReQIuwcCYvm,0.313
233,Boombox Cartel,7uqXoZoKZKjuRdNphOQOgU,0.168,https://api.spotify.com/v1/audio-analysis/7uqXoZoKZKjuRdNphOQOgU,0.505,235200,0.848,7uqXoZoKZKjuRdNphOQOgU,0.000121,6,0.116,-2.174,1,0.0823,150.04,4,https://api.spotify.com/v1/tracks/7uqXoZoKZKjuRdNphOQOgU,audio_features,spotify:track:7uqXoZoKZKjuRdNphOQOgU,0.281
234,Boombox Cartel,3H6LY9tKggsxthGMUdVHXC,0.0371,https://api.spotify.com/v1/audio-analysis/3H6LY9tKggsxthGMUdVHXC,0.665,190244,0.974,3H6LY9tKggsxthGMUdVHXC,0.25,1,0.487,-0.922,1,0.0621,163.953,4,https://api.spotify.com/v1/tracks/3H6LY9tKggsxthGMUdVHXC,audio_features,spotify:track:3H6LY9tKggsxthGMUdVHXC,0.662
