artist,artist_id,followers,genres,popularity,albums,top_tracks,related_artists,related_genres,day
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,7705985,['rap'],98,"{'2019-12-27': 'JACKBOYS', '2018-11-06': 'NOT ALL HEROES WEAR CAPES (Deluxe)', '2018-08-03': 'ASTROWORLD', '2018-08-02': 'ASTROWORLD', '2017-12-21': 'Huncho Jack, Jack Huncho', '2016-09-16': 'Birds In The Trap Sing McKnight', '2016-09-15': 'Birds In The Trap Sing McKnight', '2015-09-04': 'Rodeo (Expanded Edition)', '2019-12-06': 'Sauce Ghetto Gospel 2', '2019-11-01': 'Rap With Guitar', '2019-10-31': 'Hot (Remix) [feat. Gunna and Travis Scott]', '2019-10-04': 'HIGHEST IN THE ROOM', '2019-07-11': 'Antisocial (with Travis Scott)', '2019-05-23': 'The London', '2018-11-28': 'SICKO MODE (Skrillex Remix)', '2018-05-04': 'SR3MM', '2018-05-02': 'Watch (feat. Lil Uzi Vert & Kanye West)', '2017-12-05': 'Dark Knight Dummo (Feat. Travis Scott)', '2017-08-18': 'Know No Better (feat. Travis Scott, Camila Cabello & Quavo) [Remixes]', '2017-06-01': 'Know No Better', '2017-05-31': 'Know No Better (feat. Quavo)', '2017-04-07': 'Fish N Grits (feat. Travis Scott)', '2017-03-03': 'Go Off', '2017-03-02': 'Go Off', '2016-06-03': 'pick up the phone', '2016-04-15': ""Whole Lotta Lovin' (With You Remix)"", '2016-03-25': ""Whole Lotta Lovin' (Grandtheft Remix)"", '2016-03-14': ""Whole Lotta Lovin' (LeMarquis Remix)"", '2016-02-06': 'A-Team', '2016-01-08': 'We Run This, Vol. 13 (Mixed by Mr. E)', '2014-08-18': 'Mamacita (feat. Rich Homie Quan & Young Thug)', '2013-05-21': 'Upper Echelon (feat. T.I. & 2 Chainz)', '2019-12-20': 'So Much Fun (Deluxe)', '2019-12-04': 'Epic Memories', '2019-11-29': 'Nothing But Hip Hop Bangers', '2019-11-25': 'Trap World (The Ultimate Trap Collection)', '2019-11-11': 'Drinking Wine Feeling Fine', '2019-10-26': '""ambienceofthepunos""', '2019-09-20': 'Quality Control: Control The Streets Volume 2', '2019-09-06': ""Hollywood's Bleeding"", '2019-08-16': 'So Much Fun', '2019-08-15': 'So Much Fun', '2019-08-02': 'Best of 2016', '2019-07-19': 'Brandon Banks', '2019-07-12': 'No.6 Collaborations Project', '2019-07-05': 'Weekend Hangouts', '2019-05-17': 'Father Of Asahd', '2019-04-26': 'For The Throne (Music Inspired by the HBO Series Game of Thrones)', '2019-03-05': 'Peace Is The Mission (Extended)', '2019-03-01': 'Rap Or Go To The League', '2019-02-22': 'FATHER OF 4', '2019-01-18': 'Urban Power Beats', '2018-12-14': 'Dying to Live', '2018-12-13': 'Dying to Live', '2018-11-23': ""NOW That's What I Call Music! 101"", '2018-11-02': 'Antares', '2018-10-31': 'NO SLEEP', '2018-10-19': 'Major Lazer Essentials', '2018-10-12': 'ZEZE (feat. Travis Scott & Offset)', '2018-10-11': 'ZEZE (feat. Travis Scott & Offset)', '2018-09-28': 'Tha Carter V', '2018-09-27': 'Tha Carter V', '2018-09-26': 'Neighbor (feat. Travis Scott)', '2018-08-31': 'Y X M', '2018-08-17': 'Dangerous World (feat. Travis Scott & YG)', '2018-08-16': 'Dangerous World (feat. Travis Scott & YG)', '2018-08-10': 'Neverland Dance Festival - La Maddalena 2018', '2018-07-27': 'LUXXX:THE GLAMOROUS PLAYLIST', '2018-06-03': 'Tha Canady Pt 2', '2018-05-18': 'RECKLESS', '2018-05-11': 'Die Lit', '2018-03-30': 'Hip Hop Hit List (Vol. IV)', '2018-03-23': 'Finessed Flow', '2018-03-08': 'Sky Walker (feat. Travis Scott) [Niko The Kid Remix]', '2018-02-27': '223', '2018-02-25': '223', '2018-02-23': '223', '2018-02-19': 'Diver$e', '2018-02-09': 'Black Panther The Album Music From And Inspired By', '2018-02-08': 'Black Panther The Album Music From And Inspired By', '2018-01-26': 'Culture II', '2018-01-19': 'Fresh For 2018', '2017-12-25': 'Krippy Kush (Travis Scott Remix)', '2017-12-20': 'Deserve (feat. Travis Scott) [YehMe2 Remix]', '2017-12-15': 'Best Of 2017 Hip Hop', '2017-12-08': 'Rubba Band Business', '2017-12-07': 'Double Or Nothing (& Metro Boomin)', '2017-12-01': 'War & Leisure', '2017-11-24': 'She Love Me (feat. Travis Scott)', '2017-11-17': 'No Dope On Sundays', '2017-11-10': 'rnb superclub, Vol. 17', '2017-11-03': 'Hip Hop Hit List (Vol. 3)', '2017-10-30': 'Without Warning', '2017-10-20': 'Fresh Edge', '2017-10-12': 'Deserve (feat. Travis Scott)', '2017-10-06': 'Blue Pill', '2017-10-03': 'Lil Duke', '2017-09-29': 'Know No Better (feat. Travis Scott, Camila Cabello & Quavo) [Afrojack Freemix]', '2017-08-25': 'Sky Walker (feat. Travis Scott)', '2017-07-14': 'Taking All Bets', '2017-06-30': 'Funk Wav Bounces Vol.1', '2017-06-23': 'Gaming Flow', '2017-06-22': 'Grateful', '2017-06-20': 'Grateful', '2017-06-16': 'Pretty Girls Like Trap Music', '2017-06-15': 'Pretty Girls Like Trap Music', '2017-06-09': 'Ctrl', '2017-06-02': 'Know No Better', '2017-05-26': 'The RCA-List (Vol. 6)', '2017-04-28': 'SHINE', '2017-04-14': 'The Fate of the Furious: The Album', '2017-03-20': 'Oh Me Oh My (Malaa Remix)', '2017-03-18': 'More Life', '2017-01-27': 'Culture', '2017-01-13': 'Exclusive', '2016-12-16': 'The Return of East Atlanta Santa', '2016-09-23': 'Campaign', '2016-09-02': 'Last Time (feat. Travis Scott)', '2016-08-26': 'JEFFERY', '2016-08-19': 'You Are Forgiven (Deluxe Edition)', '2016-08-12': 'Hits from the New School', '2016-08-05': 'Major Key', '2016-08-04': 'Major Key', '2016-07-29': 'Hip Hop Hooray', '2016-07-16': 'EPIC AF', '2016-06-17': 'No English (feat. Travis Scott)', '2016-06-10': 'EDMotion Dance Hits', '2016-06-01': 'Peace Is The Mission (Remixes)', '2016-05-27': 'Disco Estrella Vol. 19 (Los Auténticos Éxitos Del Verano 2016)', '2016-05-06': 'Peace is the Mission (Remixes)', '2016-04-29': 'RMF FM Najlepsza muzyka na Wiosne 2016', '2016-04-06': 'Made For It', '2016-02-26': 'Rogue Waves', '2016-02-05': 'Khalifa', '2016-01-22': 'Bake Sale (feat. Travis Scott)', '2015-12-18': 'MMM', '2015-11-27': 'Peace Is The Mission (Extended)', '2015-11-20': 'Up For Days', '2015-11-13': 'Purpose (Deluxe)', '2015-10-28': 'Deep in the Hood, Vol. 6', '2015-10-20': 'Str8 out of Htown-Chopped & Screwed', '2015-09-10': 'Deep in the Hood 5', '2015-08-04': 'On August 4ourth', '2015-06-01': 'Peace Is The Mission', '2015-04-21': 'Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)', '2015-02-12': ""If You're Reading This It's Too Late"", '2014-12-16': ""Trap Still Boomin' 3"", '2014-11-26': 'Aquarius', '2014-11-21': 'Chimes (Rmx) [feat. Pusha T, Future, Travi$ Scott, French Montana]', '2014-10-31': '10Pc. Mild', '2014-10-23': 'Unknown Memory', '2014-10-21': 'Hustle Gang Presents: G.D.O.D. 2', '2014-09-16': '44108 (Deluxe Edition)', '2014-07-02': 'Rap Game, Vol. 1 (The Takeover) [Frank White Presents the Streets Headbangerz]', '2014-06-10': 'EP1', '2014-06-09': 'The Secret Documents of Pdo', '2014-01-21': 'Beach House EP', '2014-01-01': '10 2 10 (Remix)', '2014': 'Rap Game, Vol. 3 (The TakeOver) [Frank White Presents the Streets Headbangerz]', '2013-10-01': 'Dream Chaser 3', '2013-09-29': 'Dreamchasers 3', '2013-09-22': 'We Run This, Vol. 10 (Mixed By Mr. E)', '2013-06-18': 'Hustle Gang', '2012-01-01': 'Kanye West Presents Good Music Cruel Summer'}","['3eekarcy7kvN4yt5ZFzltW', '7h0d2h0fUmzbs7zeFigJPn', '2xLMifQCjDGFmkHkpNLD9h', '6gBFPUFcJLzWGx4lenP6h2', '4ea9w8c4ROqiZpJVhfBA3m', '4AO1XhrgJczQ9bNVxdfKQe', '2cYqizR4lgvp4Qu6IQ3qGN', '3s4mrPrEFFPF0LmAfutW0n', '40mjsnRjCpycdUw3xhS20g', '7lAK3oHbfEnvUQWosrMMpR']","['A$AP Rocky', 'Chief Keef', 'KIDS SEE GHOSTS', 'Pusha T', 'Joey Bada$$', 'Playboi Carti', 'A$AP Mob', 'A$AP Ferg', 'Kendrick Lamar', 'Lil Keed', 'Chance the Rapper', 'ScHoolboy Q', 'Meek Mill', 'YG', 'Flatbush Zombies', '2 Chainz', '21 Savage', 'Childish Gambino', 'Metro Boomin', 'Migos']","['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'hip hop', 'pop rap', 'rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'atl hip hop', 'hip hop', 'rap', 'trap', 'underground hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'vapor trap', 'chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'escape room', 'hip hop', 'pop rap', 'rap', 'underground hip hop', 'atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'atl hip hop', 'pop rap', 'rap', 'trap', 'atl hip hop', 'hip hop', 'pop rap', 'rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1
Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,12574151,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",88,"{'2019-07-10': 'The Martin Garrix Experience', '2019-12-31': '2019 Remixed', '2019-12-27': 'Hold On (feat. Michel Zitron)', '2019-12-20': 'Used To Love (with Dean Lewis) [Remixes]', '2019-10-31': 'Used To Love (with Dean Lewis)', '2019-08-16': 'Home (feat. Bonn)', '2019-07-18': 'These Are The Times (feat. JRM)', '2019-07-12': 'Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Remixes]', '2019-04-25': 'Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)', '2019-03-31': 'Mistaken (feat. Alex Aris)', '2019-02-21': 'No Sleep (feat. Bonn)', '2018-12-28': 'Dreamer (Remixes Vol. 2)', '2018-12-14': 'NYTTÅRSAFTEN 2018', '2018-12-07': 'Dreamer (Remixes Vol. 1)', '2018-11-01': 'Dreamer', '2018-10-19': 'BYLAW EP', '2018-10-18': 'Waiting For Tomorrow (feat. Mike Shinoda)', '2018-10-17': 'Access', '2018-10-16': 'Latency', '2018-10-15': 'Yottabyte', '2018-10-14': 'Breach (Walk Alone)', '2018-09-14': '7', '2018-08-17': 'Ocean (feat. Khalid) [David Guetta Remix]', '2018-08-10': 'Ocean (feat. Khalid) [Don Diablo Remix]', '2018-08-03': 'NOW Party Anthems, Vol. 4', '2018-07-29': 'High On Life (feat. Bonn)', '2018-07-20': 'Ocean (feat. Khalid) [Remixes Vol. 1]', '2018-06-15': 'Ocean (feat. Khalid)', '2018-06-08': 'Like I Do (Remixes; Soonvibes Contest)', '2018-04-20': 'Game Over', '2018-02-22': 'Like I Do', '2018-01-05': 'So Far Away (Remixes Vol. 2)', '2017-12-29': 'Ultra South Africa 2018', '2017-12-01': 'Some Chillout Music', '2017-10-20': 'Forever', '2017-08-25': 'Pizza', '2017-08-18': 'Ministry Of Sound: Chilled', '2017-05-26': 'The RCA-List (Vol. 6)', '2017-04-07': ""NOW That's What I Call Music! 96"", '2017-03-24': 'Dance Hits 2017', '2017-03-17': 'Scared To Be Lonely Remixes Vol. 1', '2017-01-27': 'Ultra Dance 18', '2016-12-16': ""NOW That's What I Call A Workout 2017"", '2016-11-11': 'In The Name Of Love Remixes', '2016-10-28': 'Seven', '2016-10-21': 'Make up Your Mind', '2016-10-20': 'Together', '2016-10-19': 'Welcome', '2016-10-18': 'Hold On & Believe (feat. The Federal Empire)', '2016-10-17': 'Spotless', '2016-10-16': 'Sun Is Never Going Down', '2016-10-15': 'WIEE', '2016-07-29': 'In the Name of Love', '2016-06-13': 'Oops', '2016-05-27': 'DJ HAVANA BROWN CLUB MIX -SUPER HYPER HITS-', '2016-03-11': 'Seize the Day! Your Morning Commute', '2015-12-31': 'Bouncybob', '2015-12-11': 'The Only Way Is Up', '2015-11-02': 'Poison', '2015-08-03': 'Break Through The Silence', '2015-07-20': 'Break Through The Silence EP', '2015-06-02': 'Keygen', '2015-06-01': 'Midnight Sun 2.0 (Martin Garrix Remix)', '2015-03-17': ""Don't Look Down"", '2015-02-23': 'Forbidden Voices', '2015-02-13': 'Virus (How About Now)', '2014-12-18': 'Gold Skies (feat. Aleesia)', '2014-12-15': 'Casablanca Nights Vol. 2', '2014-11-07': 'Virus (How About Now)', '2014-10-27': 'Virus (How About Now) [Radio Edit]', '2014-10-21': 'Project T (Martin Garrix Remix)', '2014-10-19': 'Gold Skies (Remixes)', '2014-10-07': 'Set Me Free', '2014-10-06': 'Gold Skies', '2014-09-22': 'Turn Up The Speakers', '2014-09-19': 'Gold Skies (The Remixes Part 1)', '2014-09-08': 'Turn Up The Speakers', '2014-08-27': 'Turn Up The Speakers (Radio Edit)', '2014-08-21': 'Gold Skies', '2014-08-04': 'Backlash (Martin Garrix Edit)', '2014-08-01': 'Gold Skies', '2014-07-29': 'Tremor (Sensation 2014 Anthem)', '2014-07-08': 'Gold Skies', '2014-07-04': 'Tremor (Sensation 2014 Anthem)', '2014-07-01': 'PM:AM Recordings - EDM (Electronic Dance Music)', '2014-06-16': 'Gold Skies (feat. Aleesia)', '2014-05-12': 'disco:wax Presents: Remixes Part 16', '2014-05-05': 'Dance Hitlist 2014/2', '2014-03-31': 'Wizard (The Remixes)', '2014-03-10': 'Club Bangerz 2', '2014-03-07': 'Proxy', '2014-02-03': 'Crackin (Martin Garrix Short Edit)', '2014-01-27': 'Animals (The Remixes Pt. 1)', '2014-01-10': 'Torrent', '2014-01-06': 'Wizard', '2014-01-01': 'Ultimate Club Anthems', '2014': 'Ibiza Residence 2014', '2013-12-16': 'Wizard', '2013-12-02': 'Wizard Minimix', '2013-10-25': 'Animals (Isaac Versions)', '2013-08-27': 'Animals (Remixes)', '2013-08-01': 'Animals (Isaac Remix)', '2013-07-30': 'Animals', '2013-07-01': 'Animals', '2013-06-14': 'Just Some Loops', '2013-03-18': 'Error 404', '2013-01-01': 'This Is Dance 2014', '2013': 'Stellar (The Remixes)', '2012-11-12': 'BFAM (Extended Mix)', '2012-09-03': 'Keygen', '2012-04-09': 'ITSA', '2012': 'BFAM', '2019-12-13': 'NYTÅR 2020 FESTEN - MUSIKKEN TIL NYTÅRSFESTEN', '2019-11-15': 'MuchDance 2020', '2019-10-23': 'Sunday Morning Songs Vol.4', '2019-08-28': 'ULTRA MUSIC FESTIVAL JAPAN 2019', '2019-07-19': ""NOW That's What I Call Music! 103"", '2019-07-05': 'Now 2019', '2019-06-21': 'BOOM - Festival Sound Selection, Vol. 4', '2019-06-12': 'Heisei Love Songs: Recollection', '2019-05-10': 'Slow Pop EDM House Run', '2019-05-03': 'ULTRA BEST PARTY -絶対に盛り上がるEDMヒッツ30選-', '2019-04-17': '時を超える絆', '2019-04-12': 'House Party', '2019-03-29': 'House Radio 2019 - The Ultimate Collection #2', '2019-03-27': 'This Is It 2 Supported by TGC', '2019-03-15': 'Electric Love', '2019-02-15': 'Groove Station 2019', '2019-01-23': 'あげmix -この曲半端ないって!!!-', '2018-11-23': ""NOW That's What I Call Music! 101"", '2018-11-16': 'Veronica Top 1000 Allertijden (2018)', '2018-09-07': ""EDM's Best Kept Secrets, Vol. 16"", '2018-06-29': 'Taneční liga 199', '2018-05-25': 'Fit Hits 2018', '2018-05-18': 'Summer 2018 (Sky Radio Zomer)', '2018-03-30': 'Wow! Najwieksze Hity na Wiosne 2018', '2018-03-23': ""Now That's What I Call Music! Vol. 78"", '2018-03-16': 'FSTVL Summer 2018', '2018-03-09': 'Futuristic Radio Collection #6', '2018-02-23': ""NOW That's What I Call Remix"", '2018-02-16': 'Expressions of Future House, Vol. 6', '2018-02-07': 'Selective: Future House, Vol. 5', '2018-01-26': 'Sunday Morning Songs Vol.3', '2017-12-22': 'Nyttårsparty 2017 - Hits til Nyttårsfest og Nyttårsaften 2017!', '2017-12-15': 'Ultra Music Festival Mexico 2017', '2017-11-17': 'The Ultimate Office Party', '2017-11-10': 'Now 32', '2017-10-27': 'Veertig Hits Volume 3', '2017-10-06': 'Ultra Worldwide: Asia 2017', '2017-08-11': 'Najlepsze Remixy Na Impreze', '2017-07-21': ""NOW That's What I Call Music! 97"", '2017-07-07': 'Mega Hits Summer 2017', '2017-07-06': 'Asia Tour 2016 Edition', '2017-06-30': ""Now That's What I Call Music! Vol. 76"", '2017-06-23': 'Summer Session 2017', '2017-06-16': 'Máxima FM Vol. 18', '2017-06-09': 'Your Winter Playlist', '2017-05-05': ""NOW That's What I Call Music, Vol. 62"", '2017-04-21': 'Kingsland Festival 2017', '2017-04-03': 'Hope', '2017-03-21': 'Sunday Morning Songs Vol.2', '2017-03-10': 'Ultra Music Festival 2017', '2017-03-03': 'Flaixbac 2017', '2017-02-24': '50 Dance Hits 2017', '2017-02-15': 'アゲパ!', '2017-02-10': 'First Dates', '2017-02-03': 'Ultra South Africa 2017', '2017-01-13': 'Groove Station 2017', '2016-12-23': ""It's Julian Jordan (Mixed by Julian Jordan)"", '2016-12-09': 'Flaix FM Winter 2017', '2016-12-02': 'Ministry of Sound: The Annual 2017', '2016-11-18': 'Absolut Elyx 2016 Edition', '2016-09-22': 'Ibiza Mix & Caribe Mix 2016', '2016-09-02': 'A Town Called Paradise (Japan Special Edition)', '2016-08-31': 'ULTRA MUSIC FESTIVAL JAPAN 2016', '2016-08-19': 'Tomorrowland 2016: The Elixir of Life', '2016-08-05': 'The Workout Mix With Team GB', '2016-07-22': 'Essential Summer 2016 (Dance Hits)', '2016-06-17': 'The Roger Goode Show Presents The Happy Hour (Revised Version)', '2016-06-03': 'Ibiza Evolution 2016', '2016-05-24': 'The Flying Dutch 2016 (Edition NL)', '2016-05-09': 'Dimitri Vegas & Like Mike Asia Tour 2016 Edition', '2016-03-16': 'Beauty Behind The Madness', '2016-02-22': 'TODO', '2016-02-12': ""Men's Health UK: Ultimate Workout"", '2016-02-05': 'Ultra South Africa 2016', '2016-01-22': 'Workout Hits 2 - Summer Edition 2016', '2016-01-18': 'EDMXXL The Best of Martin Garrix', '2016-01-08': ""Men's Health UK: Ultimate Workout"", '2016-01-01': 'The Workout Mix - Push It / Pump It', '2015-12-18': 'Todo', '2015-12-04': 'Summer Eletrohits 2016 - EP', '2015-11-20': 'Now 30', '2015-11-17': 'EDM Allstarz', '2015-11-06': ""Can't Feel My Face (Martin Garrix Remix)"", '2015-10-02': 'Dance Hitlist 2015/3', '2015-08-26': 'Ultra Music Festival 2015 - Worldwide Compilation Album', '2015-08-19': 'Ibiza EDM Classics, Vol. 3', '2015-08-14': 'Pool Party: Summer Vibes', '2015-08-05': 'Ibiza EDM Classics (Volume 2)', '2015-07-22': 'ULTRA DANCE 2015', '2015-07-17': 'Mega Hits Summer 2015', '2015-07-14': 'Mixtape – Progressive House Nrg – Mixed by St. John', '2015-07-10': 'That Friday Feeling', '2015-06-29': 'Dancefloor Summer 2015', '2015-06-26': 'Megapark - XXL Edition - Wir machen Party 2015', '2015-06-24': 'Money Sucks, Friends Rule', '2015-06-22': 'Now 2015', '2015-06-15': 'Flaix FM Summer 2015', '2015-05-18': 'Club Life, Vol. 4 - New York City', '2015-05-15': 'Miami Remix Party', '2015-05-04': 'The Workout Mix - Fit For Summer', '2015-05-01': 'Festival Sounds 2015', '2015-04-28': 'Mixdown 2015', '2015-04-22': 'Empo Awards 2015', '2015-04-07': 'Money Sucks, Friends Rule', '2015-03-27': ""Love Da Spinnin' Best of 2015 with mixtape by IZZI ft IMPURi"", '2015-03-23': '40 Dance 2015', '2015-02-10': 'Turn Up The Speakers (Original Mix)', '2015-02-02': 'Rio Music Carnival - Coletânea 2015', '2015-01-05': 'The Playlist - Running', '2014-12-08': 'Top Chart 7', '2014-11-14': 'ToCo Asia Best EDM 2014', '2014-11-10': 'Club Bangerz 4', '2014-11-04': 'Never Stop the Fucking Rave', '2014-11-03': 'disco:wax Presents: Remixes Part 19', '2014-10-22': 'Money Sucks, Friends Rule', '2014-10-20': 'Empo Amsterdam, Vol. 2', '2014-10-10': ""Spinnin' Records Best of 2013"", '2014-09-09': 'Ibiza Dance Festival', '2014-07-22': 'Big (Volume 2)', '2014-07-21': 'Backlash (Martin Garrix Radio Edit)', '2014-07-18': 'Onelove Sound Machine 2014', '2014-07-16': 'Pete Tha Zouk - Rfm Infinity 4', '2014-07-11': 'Paradise Club Mykonos', '2014-07-07': 'Club Bangerz 3', '2014-05-29': 'Portugal Night 2014', '2014-05-20': 'Best of Dimitri Vegas & Like Mike', '2014-05-08': 'Really Big The Very Best of Bigroom House', '2014-04-22': 'DJ Ryan In the Mix 2014', '2014-04-15': 'Hot Parade Spring 2014', '2014-04-14': ""Spinnin' Sessions - The Miami 2014 Compilation"", '2014-04-11': 'Dance Mania', '2014-04-08': 'm2o 35 Inside', '2014-03-21': 'disco:wax Presents: Remixes Part 15', '2014-01-30': 'Festival Sounds Powered by Mega Hits', '2014-01-20': 'Crackin (Martin Garrix Short Edit)', '2014-01-13': 'DJ Exklusive 16', '2013-12-20': 'Club Bangerz', '2013-12-17': 'Ibiza Calling (Mixed By an21 & Danny Avila)', '2013-12-11': 'Sander van Doorn Presents Doorn Records Best Of 2013', '2013-12-09': 'Winter Jam 2014', '2013-12-05': 'Anual Mix 2014', '2013-11-25': 'disco:wax Presents: Remixes Part 13', '2013-10-30': 'Top Hits 2013', '2013-10-14': 'Project T (Martin Garrix Remix)', '2013-09-24': 'Best of House', '2013-09-23': 'Switch 22', '2013-09-20': 'European Dance Charts, Vol. 6', '2013-08-26': 'Anual Mix Summer', '2013-08-08': 'Pete Tha Zouk: Infinity 3', '2013-07-09': 'Hardwell Presents Revealed, Vol. 4', '2013-03-29': 'Stellar (The Remixes)', '2012-10-22': 'Midnight Sun 2.0', '2012-10-08': 'Midnight Sun 2.0 (Martin Garrix Remix)', '2011-04-21': 'Intoxicated'}","['7Feaw9WAEREY0DUOSXJLOM', '7pWK1kMgHy5lNNiIfuRbkP', '3ebXMykcMXOcLeJ9xZ17XH', '23L5CiUhw2jV1OIMwthR3S', '4ut5G4rgB1ClpMTMfjoIuy', '3nc420PXjTdBV5TN0gCFkS', '1ahVFh0ViDZr8LvkEVlq3B', '22zxLxXlXrBIm7XaazHNrg', '6jA8HL9i4QGzsj6fjoxp8Y', '4aTtHoSBB0CuQGA6vXBNyp']","['AREA21', 'Brooks', 'Deorro', 'Lucas & Steve', 'KAAZE', 'Borgeous', 'KSHMR', 'GRX', 'Don Diablo', 'Dimitri Vegas & Like Mike', 'Nicky Romero', 'Mike Williams', 'Jay Hardway', 'Yves V', 'DubVision', 'R3HAB', 'Alesso', 'VINAI', 'Hardwell', 'Cheat Codes']","['big room', 'edm', 'big room', 'deep big room', 'edm', 'electro house', 'future house', 'pop edm', 'progressive electro house', 'progressive house', 'big room', 'dance pop', 'disco house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop', 'progressive electro house', 'tropical house', 'big room', 'deep big room', 'edm', 'electro house', 'house', 'pop', 'progressive electro house', 'tropical house', 'big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'sky room', 'big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house', 'big room', 'deep big room', 'edm', 'electro house', 'indian edm', 'progressive electro house', 'tropical house', 'big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop', 'progressive electro house', 'progressive house', 'tropical house', 'belgian dance', 'belgian edm', 'big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'tropical house', 'big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house', 'big room', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house', 'big room', 'deep big room', 'edm', 'electro house', 'house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house', 'belgian edm', 'big room', 'deep big room', 'edm', 'electro house', 'house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house', 'big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house', 'big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house', 'big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house', 'big room', 'deep big room', 'edm', 'electro house', 'melbourne bounce international', 'progressive electro house', 'big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'progressive electro house', 'progressive house', 'tropical house', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop edm', 'post-teen pop', 'tropical house']",1
